proj_id,report_quarter,quarter_first_seen,project_age,match_confidence,segment,class_type,territory,project_stage,announced_load_mw,initial_service_date,new_project,change_announced_load,change_load_ramp,change_project_stage,change_initial_service_date,load_2023,load_2024,load_2025,load_2026,load_2027,load_2028,load_2029,load_2030,load_2031,load_2032,load_2033,load_2034,load_2035,load_2036,load_2037
P0050,2025Q3,2024Q1,7,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q2 2023,,,,,,10.0,24.0,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2025Q4,2024Q1,8,ramp_0.77,data center,Commercial,Inside,Contract for Electric Service,150,Q4 2024,,,,,,,,140.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0050,2026Q1,2024Q1,9,exact,data center,Commercial,Inside,Contract for Electric Service,150,Q4 2024,,,,,,,,,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0051,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,49,Q2 2026,Y,,,,,0.0,0.0,0.0,12.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2024Q2,2024Q1,2,exact_noseg,other,Industrial,Inside,Technical Review,49,Q2 2026,,,,,,0.0,0.0,0.0,12.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2024Q3,2024Q1,3,ramp_0.99,manufacturing,Industrial,Inside,Technical Review,49,Q2 2027,,,Y,,Y,0.0,0.0,0.0,0.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2024Q4,2024Q1,4,exact,manufacturing,Industrial,Inside,Technical Review,49,Q2 2027,,,,,,0.0,0.0,0.0,0.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2025Q1,2024Q1,5,exact,manufacturing,Industrial,Inside,Technical Review,49,Q2 2027,,,,,,0.0,0.0,0.0,0.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2025Q2,2024Q1,6,exact,manufacturing,Industrial,Inside,Technical Review,49,Q2 2027,,,,,,0.0,0.0,0.0,0.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0051,2025Q3,2024Q1,7,exact,manufacturing,Industrial,Inside,Technical Review,49,Q2 2027,,,,,,0.0,0.0,0.0,0.0,12.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
P0052,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,650,Q2 2026,Y,,,,,0.0,0.0,0.0,120.0,191.0,247.0,303.0,359.0,415.0,471.0,527.0,583.0,650.0,650.0,650.0
P0052,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Technical Review,650,Q2 2026,,,,,,0.0,0.0,0.0,120.0,191.0,247.0,303.0,359.0,415.0,471.0,527.0,583.0,650.0,650.0,650.0
P0052,2024Q3,2024Q1,3,ramp_0.96,data center,Commercial,Inside,Technical Review,651,Q1 2027,,,,,Y,0.0,0.0,0.0,0.0,74.0,149.0,223.0,307.0,419.0,530.0,642.0,651.0,651.0,651.0,651.0
P0052,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,651,Q1 2027,,,,,,0.0,0.0,0.0,0.0,74.0,149.0,223.0,307.0,419.0,530.0,642.0,651.0,651.0,651.0,651.0
P0052,2025Q1,2024Q1,5,ramp_0.75,data center,Commercial,Inside,Technical Review,750,Q2 2027,,,,,Y,0.0,0.0,0.0,0.0,250.0,350.0,450.0,600.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0052,2025Q2,2024Q1,6,ramp_0.78,data center,Commercial,Inside,Technical Review,910,Q4 2026,,,,,,0.0,0.0,0.0,100.0,370.0,550.0,730.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0052,2025Q3,2024Q1,7,ramp_1.00,data center,Commercial,Inside,Technical Review,910,Q4 2026,,,,,,0.0,0.0,0.0,100.0,370.0,550.0,730.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0052,2025Q4,2024Q1,8,ramp_0.86,data center,Commercial,Inside,Technical Review,1200,Q4 2027,,Y,Y,,Y,,,0.0,0.0,150.0,200.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0052,2026Q1,2024Q1,9,ramp_0.90,data center,Commercial,Outside,Technical Review,1200,Q2 2028,Y,,,,,,,,0.0,0.0,300.0,600.0,900.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0053,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,432,Q2 2026,,,,Y,,0.0,0.0,0.0,108.0,216.0,324.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0
P0053,2024Q2,2024Q1,2,ramp_0.93,data center,Commercial,Inside,Technical Review,455,Q4 2025,Y,,,,,0.0,0.0,5.0,95.0,185.0,275.0,365.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
P0053,2024Q3,2024Q1,3,ramp_0.97,data center,Commercial,Inside,Technical Review,480,Q4 2026,Y,,,,,0.0,0.0,0.0,10.0,143.0,244.0,345.0,447.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
P0053,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,480,Q4 2026,,,,,,0.0,0.0,0.0,10.0,143.0,244.0,345.0,447.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
P0053,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,480,Q4 2026,,,,,,0.0,0.0,0.0,10.0,143.0,244.0,345.0,447.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
P0053,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,480,Q4 2026,,,,,,0.0,0.0,0.0,10.0,143.0,244.0,345.0,447.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
P0053,2025Q3,2024Q1,7,ramp_0.90,data center,Commercial,Inside,Technical Review,500,Q4 2026,,,,,,0.0,0.0,0.0,200.0,250.0,350.0,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0053,2025Q4,2024Q1,8,ramp_0.86,data center,Commercial,Inside,Technical Review,600,Q4 2027,Y,,,,,,,0.0,0.0,5.0,204.2,454.2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0054,2024Q1,2024Q1,1,seed,,,Outside,Request for Service,240,Q2 2025,,Y,Y,,Y,0.0,0.0,20.0,180.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0054,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Outside,Request for Service,240,Q2 2025,,,Y,,,0.0,0.0,15.0,155.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0054,2024Q3,2024Q1,3,ramp_0.94,other,Industrial,Multiple Sites,Technical Review,245,Q3 2026,,,,,Y,0.0,0.0,0.0,85.0,85.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
P0054,2024Q4,2024Q1,4,exact,other,Industrial,Multiple Sites,Technical Review,245,Q3 2026,,,,,,0.0,0.0,0.0,85.0,85.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
P0054,2025Q1,2024Q1,5,ramp_0.80,other,Commercial,Inside,Technical Review,300,Q4 2026,,,,,Y,0.0,0.0,0.0,100.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0054,2025Q2,2024Q1,6,exact,other,Commercial,Inside,Technical Review,300,Q4 2026,,,,,,0.0,0.0,0.0,100.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0055,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,150,Q2 2026,Y,,,,,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0055,2024Q2,2024Q1,2,ramp_0.89,data center,Commercial,Multiple Sites,Technical Review,250,Q2 2026,Y,,,,,0.0,0.0,0.0,125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0055,2024Q3,2024Q1,3,ramp_1.00,data center,Commercial,Inside,Technical Review,250,Q4 2026,,,,,Y,0.0,0.0,0.0,125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0055,2024Q4,2024Q1,4,exact_noseg,data center,Commercial,Inside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,125.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0055,2025Q1,2024Q1,5,exact_noseg,data center,Commercial,Inside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,75.0,150.0,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0055,2025Q2,2024Q1,6,ramp_1.00,data center,Commercial,Inside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,75.0,150.0,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0056,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,600,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Technical Review,600,Q2 2027,,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2024Q3,2024Q1,3,exact,data center,Commercial,Inside,Technical Review,600,Q2 2027,,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,600,Q2 2027,,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,600,Q2 2027,,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,600,Q2 2027,,,,,,0.0,0.0,0.0,0.0,150.0,300.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0056,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Technical Review,600,Q2 2027,,Y,Y,Y,,0.0,0.0,0.0,0.0,50.0,250.0,450.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0057,2024Q1,2024Q1,1,seed,,,Inside,Contract for Electric Service,324,Q2 2026,,,,Y,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,292.0,313.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,Y,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2024Q3,2024Q1,3,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,0.0,0.0,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2025Q4,2024Q1,8,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,,,0.0,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0057,2026Q1,2024Q1,9,exact,data center,Commercial,Inside,Contract for Electric Service,324,Q2 2026,,,,,,,,,94.0,159.0,213.0,256.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
P0058,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,200,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
P0058,2024Q2,2024Q1,2,ramp_0.86,data center,Commercial,Inside,Technical Review,311,Q4 2024,,,,,Y,0.0,2.0,10.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0058,2024Q3,2024Q1,3,ramp_0.96,data center,Commercial,Inside,Technical Review,300,Q3 2026,,,,,Y,0.0,0.0,0.0,100.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0059,2024Q1,2024Q1,1,seed,,,Inside,Contract for Electric Service,150,Q2 2024,,Y,Y,Y,,0.0,20.0,140.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0059,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Contract for Electric Service,150,Q2 2024,,,,,,0.0,20.0,140.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0059,2024Q3,2024Q1,3,ramp_0.76,manufacturing,Industrial,Inside,Technical Review,146,Q4 2027,,Y,Y,,Y,0.0,0.0,0.0,0.0,74.0,74.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
P0059,2024Q4,2024Q1,4,exact,manufacturing,Industrial,Inside,Technical Review,146,Q4 2027,,,,,,0.0,0.0,0.0,0.0,74.0,74.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
P0059,2025Q1,2024Q1,5,exact,manufacturing,Industrial,Inside,Technical Review,146,Q4 2027,,,,,,0.0,0.0,0.0,0.0,74.0,74.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
P0059,2025Q2,2024Q1,6,exact,manufacturing,Industrial,Inside,Technical Review,146,Q4 2027,,,,,,0.0,0.0,0.0,0.0,74.0,74.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
P0059,2025Q3,2024Q1,7,exact,manufacturing,Industrial,Inside,Technical Review,146,Q4 2027,Y,,,,,0.0,0.0,0.0,0.0,74.0,74.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
P0060,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,533,Q1 2024,Y,,,,,0.0,2.0,10.0,107.0,213.0,320.0,427.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0
P0060,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Technical Review,533,Q2 2026,,,Y,,Y,0.0,0.0,0.0,10.0,107.0,213.0,320.0,427.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0
P0060,2024Q3,2024Q1,3,ramp_0.96,data center,Commercial,Inside,Technical Review,567,Q2 2025,Y,,,,,0.0,0.0,2.0,81.0,162.0,243.0,324.0,405.0,486.0,567.0,567.0,567.0,567.0,567.0,567.0
P0060,2024Q4,2024Q1,4,ramp_0.89,data center,Commercial,Inside,Technical Review,600,Q1 2026,,,,,,0.0,0.0,0.0,10.0,163.0,294.0,425.0,557.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0060,2025Q1,2024Q1,5,ramp_0.79,data center,Commercial,Inside,Technical Review,800,Q4 2026,Y,,,,,0.0,0.0,0.0,1.0,100.0,250.0,400.0,550.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0
P0060,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,800,Q4 2026,,,,,,0.0,0.0,0.0,1.0,100.0,250.0,400.0,550.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0
P0060,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Technical Review,800,Q4 2026,,,,,,0.0,0.0,0.0,1.0,100.0,250.0,400.0,550.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0
P0061,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,502,Q1 2025,,,,Y,Y,0.0,0.0,24.0,63.0,119.0,184.0,253.0,309.0,387.0,441.0,480.0,502.0,502.0,502.0,502.0
P0061,2024Q2,2024Q1,2,ramp_0.80,data center,Commercial,Inside,Technical Review,651,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,74.0,149.0,223.0,307.0,419.0,530.0,642.0,651.0,651.0,651.0,651.0
P0061,2024Q3,2024Q1,3,ramp_0.96,data center,Commercial,Inside,Request for Service,693,Q2 2025,,,,,Y,0.0,0.0,2.0,10.0,87.0,173.0,260.0,347.0,433.0,520.0,606.0,693.0,693.0,693.0,693.0
P0061,2024Q4,2024Q1,4,ramp_1.00,data center,Commercial,Inside,Request for Service,693,Q4 2025,,,,,Y,0.0,0.0,2.0,10.0,87.0,173.0,260.0,347.0,433.0,520.0,606.0,693.0,693.0,693.0,693.0
P0061,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Request for Service,693,Q4 2025,,,Y,,,0.0,0.0,1.0,12.0,200.0,400.0,600.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0
P0061,2025Q2,2024Q1,6,ramp_0.85,data center,Commercial,Inside,Request for Service,750,Q2 2027,,Y,Y,,Y,0.0,0.0,0.0,0.0,525.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0061,2025Q3,2024Q1,7,exact_noseg,data center,Commercial,Inside,Request for Service,750,Q2 2027,,,,,,0.0,0.0,0.0,0.0,525.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0062,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,271,Q2 2027,,Y,Y,,Y,0.0,0.0,0.0,0.0,33.0,48.0,79.0,97.0,140.0,179.0,233.0,255.0,271.0,271.0,271.0
P0062,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Technical Review,271,Q2 2027,,,,,,0.0,0.0,0.0,0.0,33.0,48.0,79.0,97.0,140.0,179.0,233.0,255.0,271.0,271.0,271.0
P0062,2024Q3,2024Q1,3,ramp_0.87,data center,Commercial,Inside,Technical Review,240,Q4 2026,Y,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0062,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0062,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0062,2025Q2,2024Q1,6,ramp_1.00,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0063,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,115,Q2 2028,,,Y,,Y,0.0,0.0,0.0,0.0,0.0,97.0,104.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
P0063,2024Q2,2024Q1,2,ramp_0.93,data center,Commercial,Inside,Technical Review,130,Q4 2024,Y,,,,,0.0,5.0,5.0,68.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
P0063,2024Q3,2024Q1,3,ramp_1.00,data center,Commercial,Inside,Technical Review,130,Q2 2024,,,,,Y,0.0,5.0,5.0,68.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
P0063,2024Q4,2024Q1,4,ramp_0.83,data center,Commercial,Inside,Technical Review,150,Q1 2026,Y,,,,,0.0,0.0,0.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0063,2025Q1,2024Q1,5,ramp_0.74,data center,Commercial,Inside,Technical Review,216,Q3 2028,,,Y,,Y,0.0,0.0,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0063,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,216,Q3 2028,,,,,,0.0,0.0,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0063,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Technical Review,216,Q3 2028,,,,,,0.0,0.0,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0063,2025Q4,2024Q1,8,ramp_0.77,data center,Commercial,Inside,Technical Review,252,Q2 2028,Y,,,,,,,0.0,0.0,0.0,144.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0
P0063,2026Q1,2024Q1,9,exact,data center,Commercial,Inside,Technical Review,252,Q2 2028,,,,,,,,,0.0,0.0,144.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0
P0064,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,180,Q2 2025,Y,,,,,0.0,0.0,15.0,45.0,90.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0064,2024Q2,2024Q1,2,ramp_0.83,data center,Commercial,Inside,Technical Review,150,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0064,2024Q3,2024Q1,3,ramp_1.00,data center,Commercial,Inside,Technical Review,150,Q1 2027,,,,,Y,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0064,2024Q4,2024Q1,4,ramp_0.70,data center,Commercial,Inside,Technical Review,216,Q4 2026,,,,,Y,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0064,2025Q1,2024Q1,5,ramp_0.92,manufacturing,Industrial,Inside,Technical Review,230,Q4 2026,Y,,,,,0.0,0.0,0.0,5.0,115.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
P0065,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,656,Q2 2026,Y,,,,,0.0,0.0,0.0,52.0,126.0,209.0,304.0,353.0,407.0,461.0,503.0,536.0,581.0,623.0,656.0
P0065,2024Q3,2024Q2,2,exact,data center,Commercial,Inside,Technical Review,656,Q2 2026,,,,,,0.0,0.0,0.0,52.0,126.0,209.0,304.0,353.0,407.0,461.0,503.0,536.0,581.0,623.0,656.0
P0065,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Technical Review,656,Q2 2026,,,,,,0.0,0.0,0.0,52.0,126.0,209.0,304.0,353.0,407.0,461.0,503.0,536.0,581.0,623.0,656.0
P0065,2025Q1,2024Q2,4,ramp_1.00,data center,Commercial,Inside,Technical Review,656,Q4 2026,,,,,Y,0.0,0.0,0.0,52.0,126.0,209.0,304.0,353.0,407.0,461.0,503.0,536.0,581.0,623.0,656.0
P0065,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Technical Review,656,Q4 2026,,,,,,0.0,0.0,0.0,52.0,126.0,209.0,304.0,353.0,407.0,461.0,503.0,536.0,581.0,623.0,656.0
P0065,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Technical Review,1400,Q4 2026,,,,,,0.0,0.0,0.0,100.0,200.0,200.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
P0065,2025Q4,2024Q2,7,ramp_0.95,data center,Commercial,Inside,Technical Review,1500,Q4 2027,,,Y,,Y,,,0.0,0.0,10.0,505.0,755.0,1005.0,1255.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
P0065,2026Q1,2024Q2,8,exact,data center,Commercial,Inside,Technical Review,1500,Q4 2027,,,,,,,,,0.0,10.0,505.0,755.0,1005.0,1255.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
P0066,2024Q2,2024Q2,1,new,data center,Commercial,Multiple Sites,Technical Review,460,Q4 2025,,,,,Y,0.0,0.0,140.0,300.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
P0067,2024Q2,2024Q2,1,new,clean energy tech,Industrial,Outside,Technical Review,250,Q2 2026,Y,,,,,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0067,2024Q3,2024Q2,2,ramp_1.00,manufacturing,Industrial,Outside,Technical Review,250,Q4 2026,,,,,Y,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0067,2024Q4,2024Q2,3,exact,manufacturing,Industrial,Outside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0067,2025Q1,2024Q2,4,exact,manufacturing,Industrial,Outside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0067,2025Q2,2024Q2,5,exact,manufacturing,Industrial,Outside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0068,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,216,Q2 2026,,,,,,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0068,2024Q3,2024Q2,2,ramp_0.97,data center,Commercial,Outside,Technical Review,240,Q4 2027,Y,,,,,0.0,0.0,0.0,0.0,80.0,80.0,160.0,160.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0068,2024Q4,2024Q2,3,exact,data center,Commercial,Outside,Technical Review,240,Q4 2027,,,,,,0.0,0.0,0.0,0.0,80.0,80.0,160.0,160.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0068,2025Q1,2024Q2,4,ramp_0.97,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,Y,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0068,2025Q2,2024Q2,5,ramp_1.00,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
